ticker,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,DVA US Equity,Close Tomorrow
2004-12-22,19.395,19.025,15.7288,19.134,16.8231,19.265
2004-12-23,19.265,19.495,15.7504,19.097,16.8954,19.205
2004-12-27,19.205,19.25,15.7737,19.147,16.9697,19.535
2004-12-28,19.535,19.25,15.7976,19.269,17.0479,19.8
2004-12-29,19.8,19.725,15.8221,19.44,17.1274,19.81
2004-12-30,19.81,19.9,15.8466,19.523,17.2136,19.765
2004-12-31,19.765,19.85,15.8707,19.623,17.2948,19.68
2005-01-03,19.68,19.765,15.8942,19.718,17.3706,19.755
2005-01-04,19.755,19.75,15.918,19.762,17.4467,19.65
2005-01-05,19.65,19.755,15.9427,19.732,17.5171,19.63
2005-01-06,19.63,19.655,15.966,19.696,17.6157,19.935
2005-01-07,19.935,19.65,15.9905,19.73,17.7124,20.85
2005-01-10,20.85,19.975,16.017,19.964,17.8343,20.85
2005-01-11,20.85,21.25,16.0423,20.183,17.9551,20.7
2005-01-12,20.7,20.855,16.0661,20.393,18.0666,20.6
2005-01-13,20.6,20.8,16.0895,20.587,18.1717,21.0
2005-01-14,21.0,20.605,16.1149,20.8,18.2768,20.995
2005-01-18,20.995,21.035,16.1409,20.829,18.3777,20.965
2005-01-19,20.965,21.0,16.1657,20.852,18.475,20.715
2005-01-20,20.715,21.025,16.1889,20.855,18.5643,20.495
2005-01-21,20.495,20.725,16.2114,20.834,18.6496,20.01
2005-01-24,20.01,20.42,16.2307,20.636,18.7208,20.235
2005-01-25,20.235,20.0,16.2515,20.484,18.7955,20.3
2005-01-26,20.3,20.31,16.2722,20.351,18.8682,20.62
2005-01-27,20.62,20.325,16.296,20.332,18.9457,20.7
2005-01-28,20.7,20.795,16.3202,20.373,19.0292,20.98
2005-01-31,20.98,20.775,16.3462,20.567,19.1196,21.075
2005-02-01,21.075,21.0,16.3706,20.735,19.2111,20.835
2005-02-02,20.835,21.15,16.3936,20.842,19.3001,20.7
2005-02-03,20.7,20.87,16.4161,20.858,19.3846,20.675
2005-02-04,20.675,20.715,16.438,20.853,19.4702,20.625
2005-02-07,20.625,20.75,16.4584,20.782,19.5548,20.77
2005-02-08,20.77,20.675,16.479,20.721,19.6426,21.29
2005-02-09,21.29,20.77,16.502,20.812,19.7409,21.625
2005-02-10,21.625,21.5,16.5258,20.997,19.8412,21.775
2005-02-11,21.775,21.7,16.5494,21.217,19.9443,21.9
2005-02-14,21.9,21.825,16.5735,21.472,20.0463,21.555
2005-02-15,21.555,21.89,16.5961,21.629,20.1424,21.47
2005-02-16,21.47,21.555,16.6205,21.665,20.2036,21.125
2005-02-17,21.125,21.025,16.6434,21.565,20.2489,21.085
2005-02-18,21.085,21.0,16.6656,21.427,20.2947,20.695
2005-02-22,20.695,20.975,16.6863,21.186,20.3302,20.81
2005-02-23,20.81,20.625,16.7077,21.037,20.3634,21.1
2005-02-24,21.1,20.81,16.7344,20.963,20.4013,21.195
2005-02-25,21.195,21.04,16.7599,20.977,20.4294,21.12
2005-02-28,21.12,21.125,16.7857,20.984,20.4628,21.305
2005-03-01,21.305,21.175,16.813,21.106,20.4999,21.6
2005-03-02,21.6,21.125,16.8425,21.264,20.5528,22.05
2005-03-03,22.05,21.6,16.876,21.454,20.6153,22.025
2005-03-04,22.025,22.1,16.909,21.62,20.6769,21.05
2005-03-07,21.05,21.5,16.9382,21.606,20.71,20.855
2005-03-08,20.855,20.85,16.9667,21.516,20.7418,20.855
2005-03-09,20.855,20.855,16.9947,21.367,20.7748,20.875
2005-03-10,20.875,20.8,17.0224,21.132,20.8016,20.51
2005-03-11,20.51,20.755,17.0477,20.829,20.8158,21.08
2005-03-14,21.08,20.55,17.0761,20.835,20.8412,21.135
2005-03-15,21.135,21.0,17.1055,20.891,20.8686,20.885
2005-03-16,20.885,21.115,17.1326,20.897,20.8927,20.955
2005-03-17,20.955,20.885,17.1583,20.913,20.9167,20.98
2005-03-18,20.98,20.975,17.184,21.007,20.9433,21.035
2005-03-21,21.035,20.975,17.2111,20.998,20.9714,20.915
2005-03-22,20.915,20.94,17.2369,20.954,20.991,21.025
2005-03-23,21.025,20.9,17.2634,20.982,20.9945,20.95
2005-03-24,20.95,20.975,17.2901,20.981,20.9965,20.675
2005-03-28,20.675,20.7,17.3171,20.92,20.996,20.63
2005-03-29,20.63,20.725,17.3446,20.839,20.9966,20.925
2005-03-30,20.925,20.6,17.3739,20.841,20.9951,20.925
2005-03-31,20.925,20.925,17.4034,20.821,20.9937,21.0
2005-04-01,21.0,21.125,17.435,20.831,20.9944,21.03
2005-04-04,21.03,21.0,17.4669,20.902,21.0007,21.125
2005-04-05,21.125,21.035,17.4996,21.001,21.0133,21.345
2005-04-06,21.345,21.22,17.5314,21.085,21.04,21.63
2005-04-07,21.63,21.3,17.5653,21.226,21.0679,21.63
2005-04-08,21.63,21.635,17.5985,21.352,21.0945,21.835
2005-04-11,21.835,21.725,17.6328,21.513,21.1188,21.975
2005-04-12,21.975,21.835,17.6675,21.683,21.1443,21.6
2005-04-13,21.6,21.9,17.7018,21.734,21.1567,21.06
2005-04-14,21.06,21.565,17.7321,21.62,21.1564,20.795
2005-04-15,20.795,21.1,17.759,21.453,21.1556,20.89
2005-04-18,20.89,20.82,17.7872,21.264,21.1594,20.955
2005-04-19,20.955,20.95,17.8164,21.06,21.165,20.605
2005-04-20,20.605,20.885,17.845,20.861,21.1646,20.5
2005-04-21,20.5,20.615,17.8725,20.749,21.1592,20.315
2005-04-22,20.315,20.565,17.8993,20.653,21.1397,20.475
2005-04-25,20.475,20.325,17.9258,20.57,21.1167,20.4
2005-04-26,20.4,20.375,17.9517,20.459,21.0892,20.66
2005-04-27,20.66,20.43,17.978,20.47,21.0644,20.005
2005-04-28,20.005,20.4,18.0012,20.371,21.0334,20.15
2005-04-29,20.15,20.0,18.0235,20.338,21.007,20.08
2005-05-02,20.08,20.1,18.0437,20.259,20.9861,20.115
2005-05-03,20.115,20.09,18.0644,20.202,20.9667,20.605
2005-05-04,20.605,20.625,18.087,20.191,20.9649,20.75
2005-05-05,20.75,20.5,18.1117,20.34,20.9637,20.75
2005-05-06,20.75,20.56,18.1372,20.46,20.9567,21.255
2005-05-09,21.255,20.675,18.1671,20.695,20.9579,21.29
2005-05-10,21.29,21.265,18.2011,20.93,20.9613,21.32
2005-05-11,21.32,21.235,18.2326,21.073,20.9616,21.06
2005-05-12,21.06,21.3,18.2639,21.135,20.9508,20.83
2005-05-13,20.83,21.025,18.2937,21.151,20.9264,20.965
2005-05-16,20.965,20.845,18.3226,21.093,20.9052,21.125
2005-05-17,21.125,20.99,18.3532,21.06,20.9067,21.37
2005-05-18,21.37,21.095,18.3913,21.07,20.917,21.55
2005-05-19,21.55,21.32,18.429,21.168,20.9309,21.75
2005-05-20,21.75,21.51,18.4678,21.352,20.9484,21.925
2005-05-23,21.925,21.7,18.5086,21.544,20.9767,21.845
2005-05-24,21.845,21.875,18.5493,21.688,20.992,21.84
2005-05-25,21.84,21.915,18.5897,21.782,21.0061,22.55
2005-05-26,22.55,21.815,18.632,21.982,21.0394,23.045
2005-05-27,23.045,22.46,18.6772,22.241,21.0812,23.03
2005-05-31,23.03,23.095,18.7213,22.462,21.1222,23.2
2005-06-01,23.2,23.035,18.7653,22.733,21.1655,23.305
2005-06-02,23.305,23.27,18.8093,23.026,21.2133,23.125
2005-06-03,23.125,23.18,18.8523,23.141,21.2553,23.0
2005-06-06,23.0,23.035,18.8952,23.132,21.2963,23.14
2005-06-07,23.14,22.95,18.9383,23.154,21.3456,23.29
2005-06-08,23.29,23.11,18.9835,23.172,21.3988,23.055
2005-06-09,23.055,23.2,19.0272,23.122,21.4414,22.825
2005-06-10,22.825,23.1,19.069,23.062,21.4794,23.025
2005-06-13,23.025,22.65,19.1113,23.067,21.5199,23.01
2005-06-14,23.01,22.95,19.1517,23.041,21.5595,22.91
2005-06-15,22.91,22.96,19.1921,22.965,21.5952,22.79
2005-06-16,22.79,22.875,19.2303,22.912,21.6241,23.055
2005-06-17,23.055,22.75,19.2706,22.958,21.6526,23.36
2005-06-20,23.36,22.93,19.3115,23.025,21.6872,23.085
2005-06-21,23.085,23.35,19.3517,23.04,21.7122,22.925
2005-06-22,22.925,23.14,19.391,23.043,21.7312,22.545
2005-06-23,22.545,22.9,19.4286,22.994,21.7501,22.205
2005-06-24,22.205,22.45,19.4644,22.824,21.773,22.395
2005-06-27,22.395,22.325,19.5018,22.631,21.805,22.97
2005-06-28,22.97,22.575,19.5411,22.608,21.8466,22.875
2005-06-29,22.875,22.91,19.5783,22.598,21.885,22.74
2005-06-30,22.74,23.0,19.6146,22.637,21.9277,22.77
2005-07-01,22.77,22.775,19.6505,22.75,21.9731,22.9
2005-07-05,22.9,22.69,19.6873,22.851,22.0248,22.85
2005-07-06,22.85,22.875,19.724,22.827,22.0723,23.065
2005-07-07,23.065,22.85,19.7616,22.865,22.1256,23.215
2005-07-08,23.215,23.065,19.7999,22.96,22.1767,23.38
2005-07-11,23.38,23.215,19.8393,23.082,22.2442,23.005
2005-07-12,23.005,23.5,19.8759,23.103,22.3013,22.565
2005-07-13,22.565,22.895,19.9117,23.046,22.351,22.535
2005-07-14,22.535,22.565,19.9468,22.94,22.3994,22.43
2005-07-15,22.43,22.485,19.9815,22.783,22.4359,22.34
2005-07-18,22.34,22.38,20.0153,22.575,22.4677,22.245
2005-07-19,22.245,22.395,20.048,22.423,22.4976,22.485
2005-07-20,22.485,22.22,20.0818,22.407,22.5222,21.99
2005-07-21,21.99,22.395,20.1117,22.298,22.5362,21.8
2005-07-22,21.8,21.905,20.1412,22.172,22.5458,21.64
2005-07-25,21.64,21.55,20.1704,22.032,22.5574,21.915
2005-07-26,21.915,21.7,20.2014,21.966,22.5791,22.085
2005-07-27,22.085,21.86,20.2332,21.886,22.6015,23.48
2005-07-28,23.48,23.0,20.2721,22.184,22.6486,23.62
2005-07-29,23.62,23.48,20.312,22.548,22.6936,23.705
2005-08-01,23.705,23.68,20.353,22.961,22.7367,23.89
2005-08-02,23.89,23.635,20.3944,23.356,22.7795,23.745
2005-08-03,23.745,23.84,20.434,23.688,22.8159,23.63
2005-08-04,23.63,23.75,20.4746,23.718,22.8516,23.215
2005-08-05,23.215,23.59,20.5122,23.637,22.8791,23.14
2005-08-08,23.14,23.225,20.5484,23.524,22.8909,23.45
2005-08-09,23.45,23.11,20.5859,23.436,22.899,23.77
2005-08-10,23.77,23.6,20.6241,23.441,22.9138,23.825
2005-08-11,23.825,23.675,20.6697,23.48,22.9263,23.59
2005-08-12,23.59,23.7,20.7122,23.555,22.932,23.77
2005-08-15,23.77,23.55,20.7573,23.681,22.9449,23.76
2005-08-16,23.76,23.775,20.802,23.743,22.9601,23.53
2005-08-17,23.53,23.735,20.844,23.695,22.9679,23.575
2005-08-18,23.575,23.5,20.8852,23.645,22.9736,23.425
2005-08-19,23.425,23.61,20.9236,23.612,22.981,23.425
2005-08-22,23.425,23.39,20.961,23.543,22.993,23.085
2005-08-23,23.085,23.4,20.9959,23.408,22.9942,22.5
2005-08-24,22.5,23.08,21.0271,23.202,22.984,22.575
2005-08-25,22.575,22.44,21.0589,23.002,22.9773,22.275
2005-08-26,22.275,22.55,21.088,22.772,22.967,22.54
2005-08-29,22.54,22.175,21.1182,22.595,22.9567,22.645
2005-08-30,22.645,22.5,21.1481,22.507,22.9424,22.955
2005-08-31,22.955,22.58,21.1791,22.598,22.9398,22.995
2005-09-01,22.995,22.925,21.2115,22.682,22.9412,23.175
2005-09-02,23.175,23.0,21.2451,22.862,22.9538,23.875
2005-09-06,23.875,23.7,21.2819,23.129,22.9872,23.705
2005-09-07,23.705,23.8,21.3185,23.341,23.0134,23.425
2005-09-08,23.425,23.675,21.3533,23.435,23.0225,23.71
2005-09-09,23.71,23.42,21.3899,23.578,23.0392,23.66
2005-09-12,23.66,23.5,21.4262,23.675,23.0576,23.35
2005-09-13,23.35,23.7,21.461,23.57,23.0692,23.24
2005-09-14,23.24,23.44,21.4954,23.477,23.076,23.56
2005-09-15,23.56,23.365,21.5301,23.504,23.0902,23.0
2005-09-16,23.0,23.56,21.562,23.362,23.0889,23.075
2005-09-19,23.075,23.025,21.5934,23.245,23.0861,23.33
2005-09-20,23.33,23.025,21.6263,23.241,23.0851,23.135
2005-09-21,23.135,23.28,21.6499,23.22,23.0877,23.0
2005-09-22,23.0,23.135,21.6706,23.108,23.0964,23.66
2005-09-23,23.66,22.925,21.6949,23.24,23.1189,23.395
2005-09-26,23.395,23.625,21.7173,23.304,23.1382,23.16
2005-09-27,23.16,23.4,21.7374,23.27,23.1546,22.975
2005-09-28,22.975,23.16,21.7562,23.238,23.1692,23.1
2005-09-29,23.1,22.85,21.7728,23.258,23.1815,23.035
2005-09-30,23.035,23.05,21.7907,23.133,23.2024,24.095
2005-10-03,24.095,23.035,21.8139,23.273,23.2483,25.2
2005-10-04,25.2,24.0,21.8451,23.681,23.3195,25.045
2005-10-05,25.045,25.125,21.8757,24.095,23.3821,24.865
2005-10-06,24.865,24.98,21.9053,24.448,23.4377,24.765
2005-10-07,24.765,24.95,21.9322,24.794,23.4634,24.29
2005-10-10,24.29,24.745,21.9573,24.833,23.4768,24.355
2005-10-11,24.355,24.415,21.9831,24.664,23.4898,24.05
2005-10-12,24.05,24.55,22.0056,24.465,23.493,23.94
2005-10-13,23.94,24.05,22.0263,24.28,23.4969,24.175
2005-10-14,24.175,24.0,22.0482,24.162,23.5078,24.29
2005-10-17,24.29,24.09,22.0708,24.162,23.5293,24.405
2005-10-18,24.405,24.24,22.0944,24.172,23.5546,24.665
2005-10-19,24.665,24.325,22.119,24.295,23.5789,24.35
2005-10-20,24.35,24.68,22.1425,24.377,23.5905,24.15
2005-10-21,24.15,24.36,22.1651,24.372,23.597,24.22
2005-10-24,24.22,24.075,22.1865,24.358,23.6096,24.11
2005-10-25,24.11,24.18,22.2028,24.299,23.6164,24.15
2005-10-26,24.15,24.11,22.2193,24.196,23.6242,23.97
2005-10-27,23.97,24.1,22.2356,24.12,23.633,23.995
2005-10-28,23.995,23.9,22.2526,24.089,23.6414,24.59
2005-10-31,24.59,23.75,22.2706,24.163,23.6647,24.95
2005-11-01,24.95,24.6,22.2903,24.331,23.6952,25.5
2005-11-02,25.5,24.99,22.313,24.601,23.7435,25.975
2005-11-03,25.975,26.4,22.3393,25.002,23.813,25.81
2005-11-04,25.81,26.05,22.3659,25.365,23.8777,25.75
2005-11-07,25.75,25.875,22.3946,25.597,23.9472,25.855
2005-11-08,25.855,25.765,22.4227,25.778,24.0135,25.58
2005-11-09,25.58,25.375,22.4491,25.794,24.0722,25.8
2005-11-10,25.8,25.58,22.475,25.759,24.1291,26.045
2005-11-11,26.045,25.715,22.5017,25.806,24.1901,25.99
2005-11-14,25.99,26.05,22.5268,25.854,24.2464,25.865
2005-11-15,25.865,25.925,22.5507,25.856,24.2862,25.725
2005-11-16,25.725,25.925,22.5752,25.885,24.3266,26.265
2005-11-17,26.265,25.75,22.603,25.978,24.3834,26.1
2005-11-18,26.1,26.39,22.6301,25.989,24.4312,26.19
2005-11-21,26.19,26.125,22.6579,26.029,24.4818,26.335
2005-11-22,26.335,26.125,22.6858,26.123,24.5415,26.25
2005-11-23,26.25,26.225,22.7106,26.228,24.6017,26.36
2005-11-25,26.36,26.15,22.7342,26.247,24.6577,26.0
2005-11-28,26.0,26.29,22.7554,26.227,24.7177,26.795
2005-11-29,26.795,26.045,22.7798,26.348,24.7921,26.245
2005-11-30,26.245,26.625,22.8033,26.33,24.8504,26.635
2005-12-01,26.635,26.175,22.8291,26.407,24.9204,26.695
2005-12-02,26.695,26.58,22.857,26.474,24.9943,26.405
2005-12-05,26.405,26.65,22.8836,26.555,25.0492,26.585
2005-12-06,26.585,26.41,22.913,26.513,25.113,26.7
2005-12-07,26.7,26.6,22.9425,26.604,25.1838,26.5
2005-12-08,26.5,26.585,22.9695,26.577,25.2543,26.27
2005-12-09,26.27,26.485,22.9948,26.492,25.3177,26.265
2005-12-12,26.265,26.075,23.0206,26.464,25.3823,25.92
2005-12-13,25.92,25.29,23.0436,26.331,25.4188,25.785
2005-12-14,25.785,25.835,23.0646,26.148,25.4305,25.535
2005-12-15,25.535,25.63,23.082,25.955,25.4403,25.73
2005-12-16,25.73,25.595,23.1005,25.847,25.4576,25.405
2005-12-19,25.405,25.73,23.1223,25.675,25.4704,25.285
2005-12-20,25.285,25.3,23.1444,25.548,25.4903,25.38
2005-12-21,25.38,25.46,23.1671,25.467,25.5108,25.455
2005-12-22,25.455,25.385,23.19,25.451,25.5389,25.455
2005-12-23,25.455,25.45,23.2147,25.396,25.5692,25.22
2005-12-27,25.22,25.45,23.2354,25.359,25.5901,25.28
2005-12-28,25.28,25.31,23.2561,25.358,25.6099,25.45
2005-12-29,25.45,25.265,23.2789,25.372,25.6308,25.32
2005-12-30,25.32,25.325,23.3008,25.345,25.6439,25.76
2006-01-03,25.76,25.32,23.3247,25.406,25.6721,25.91
2006-01-04,25.91,25.825,23.349,25.544,25.7073,27.125
2006-01-05,27.125,27.0,23.3801,25.913,25.7654,27.695
2006-01-06,27.695,27.3,23.4134,26.362,25.8371,27.325
2006-01-09,27.325,27.66,23.4453,26.763,25.9006,27.02
2006-01-10,27.02,27.325,23.477,27.015,25.9616,27.05
2006-01-11,27.05,27.02,23.5091,27.243,26.0227,27.085
2006-01-12,27.085,27.01,23.5399,27.235,26.0726,27.12
2006-01-13,27.12,27.125,23.5709,27.12,26.116,26.74
2006-01-17,26.74,26.95,23.5996,27.003,26.1408,27.11
2006-01-18,27.11,26.715,23.63,27.021,26.1635,27.4
2006-01-19,27.4,27.365,23.6614,27.091,26.1953,27.43
2006-01-20,27.43,27.395,23.6918,27.16,26.2289,27.345
2006-01-23,27.345,27.5,23.7204,27.205,26.2587,28.03
2006-01-24,28.03,27.3545,23.7524,27.463,26.3077,27.46
2006-01-25,27.46,27.94,23.7805,27.533,26.3409,27.585
2006-01-26,27.585,27.535,23.8086,27.57,26.3717,27.45
2006-01-27,27.45,27.71,23.8378,27.574,26.4009,27.515
2006-01-30,27.515,27.6,23.8701,27.608,26.4339,27.375
2006-01-31,27.375,27.59,23.903,27.477,26.4669,27.095
2006-02-01,27.095,27.31,23.934,27.404,26.4835,26.89
2006-02-02,26.89,27.0,23.9637,27.265,26.4993,26.845
2006-02-03,26.845,26.89,23.9949,27.144,26.5124,28.6
2006-02-06,28.6,26.845,24.0354,27.361,26.5577,27.615
2006-02-07,27.615,28.595,24.0719,27.409,26.585,27.6
2006-02-08,27.6,27.99,24.1075,27.51,26.6098,27.83
2006-02-09,27.83,27.62,24.1447,27.698,26.6464,27.635
2006-02-10,27.635,27.9,24.1795,27.856,26.6632,27.74
2006-02-13,27.74,27.775,24.2182,27.684,26.6931,27.665
2006-02-14,27.665,27.725,24.2558,27.694,26.7137,29.605
2006-02-15,29.605,28.8,24.3034,28.095,26.7719,29.57
2006-02-16,29.57,29.605,24.3507,28.443,26.8352,29.38
2006-02-17,29.38,29.035,24.3946,28.792,26.8911,29.495
2006-02-21,29.495,29.505,24.4383,29.143,26.947,29.445
2006-02-22,29.445,29.26,24.4818,29.499,27.0059,29.41
2006-02-23,29.41,29.445,24.5225,29.46,27.0687,29.56
2006-02-24,29.56,29.415,24.5639,29.458,27.1346,29.535
2006-02-27,29.535,29.485,24.605,29.489,27.2069,29.195
2006-02-28,29.195,29.5,24.6456,29.429,27.2751,29.085
2006-03-01,29.085,29.22,24.6869,29.357,27.3461,29.18
2006-03-02,29.18,29.085,24.728,29.311,27.4151,29.26
2006-03-03,29.26,29.175,24.7687,29.251,27.4922,29.08
2006-03-06,29.08,29.26,24.8072,29.16,27.5681,29.14
2006-03-07,29.14,29.105,24.8452,29.149,27.6433,29.22
2006-03-08,29.22,29.13,24.8825,29.176,27.7186,28.95
2006-03-09,28.95,29.19,24.9176,29.13,27.7885,29.075
2006-03-10,29.075,28.955,24.9538,29.093,27.8656,29.25
2006-03-13,29.25,29.125,24.9908,29.127,27.945,29.55
2006-03-14,29.55,29.239,25.0258,29.209,28.027,30.05
2006-03-15,30.05,29.585,25.0609,29.375,28.1216,30.135
2006-03-16,30.135,30.095,25.0964,29.612,28.2091,30.01
2006-03-17,30.01,30.225,25.1304,29.799,28.2911,29.885
2006-03-20,29.885,30.11,25.1633,29.926,28.3463,29.92
2006-03-21,29.92,29.8,25.1973,30.0,28.3908,29.625
2006-03-22,29.625,29.795,25.2304,29.915,28.4368,29.32
2006-03-23,29.32,29.52,25.2613,29.752,28.4828,29.54
2006-03-24,29.54,29.375,25.2926,29.658,28.5326,29.725
2006-03-27,29.725,29.475,25.3259,29.626,28.5854,30.015
2006-03-28,30.015,29.675,25.3619,29.645,28.6433,30.045
2006-03-29,30.045,30.05,25.397,29.729,28.7094,29.975
2006-03-30,29.975,30.13,25.4318,29.86,28.7667,30.105
2006-03-31,30.105,30.04,25.4678,29.973,28.8208,29.375
2006-04-03,29.375,30.03,25.5007,29.903,28.8597,29.05
2006-04-04,29.05,29.375,25.5307,29.71,28.8938,29.16
2006-04-05,29.16,29.1,25.5597,29.533,28.9164,28.915
2006-04-06,28.915,29.035,25.5888,29.321,28.9455,28.08
2006-04-07,28.08,28.885,25.6146,28.916,28.9554,27.71
2006-04-10,27.71,27.99,25.6404,28.583,28.9606,27.535
2006-04-11,27.535,27.57,25.6671,28.28,28.961,27.795
2006-04-12,27.795,27.5,25.6941,28.007,28.9694,27.55
2006-04-13,27.55,27.775,25.717,27.734,28.9785,27.58
2006-04-17,27.58,27.35,25.7405,27.634,28.9923,27.29
2006-04-18,27.29,27.575,25.7633,27.55,29.0012,27.525
2006-04-19,27.525,27.28,25.787,27.548,28.9797,28.395
2006-04-20,28.395,27.64,25.8145,27.668,28.9953,28.81
2006-04-21,28.81,28.65,25.8443,27.92,29.0195,28.585
2006-04-24,28.585,28.855,25.8719,28.121,29.0346,28.25
2006-04-25,28.25,29.06,25.8971,28.313,29.0469,28.425
2006-04-26,28.425,28.4,25.9223,28.493,29.0606,28.29
2006-04-27,28.29,28.425,25.9487,28.472,29.0731,28.13
2006-04-28,28.13,28.315,25.9766,28.336,29.0436,27.975
2006-05-01,27.975,28.25,26.0038,28.214,29.0117,27.41
2006-05-02,27.41,27.8,26.0287,28.046,28.9723,27.12
2006-05-03,27.12,27.375,26.0526,27.785,28.9248,25.475
2006-05-04,25.475,27.04,26.0687,27.222,28.8454,26.665
2006-05-05,26.665,26.235,26.0896,26.929,28.7905,26.79
2006-05-08,26.79,26.665,26.1136,26.692,28.7351,26.585
2006-05-09,26.585,26.89,26.1375,26.527,28.6761,26.505
2006-05-10,26.505,26.51,26.1619,26.404,28.6223,26.155
2006-05-11,26.155,26.425,26.1831,26.54,28.5637,26.1
2006-05-12,26.1,26.245,26.2031,26.427,28.5021,25.975
2006-05-15,25.975,25.88,26.2156,26.264,28.4364,26.255
2006-05-16,26.255,26.0,26.2288,26.198,28.3799,26.145
2006-05-17,26.145,26.26,26.241,26.126,28.32,26.235
2006-05-18,26.235,26.235,26.2527,26.142,28.2603,25.825
2006-05-19,25.825,26.3,26.2631,26.087,28.1978,25.645
2006-05-22,25.645,25.825,26.2732,26.021,28.1292,25.615
2006-05-23,25.615,25.735,26.2852,25.893,28.0565,25.215
2006-05-24,25.215,25.61,26.2956,25.707,27.9698,25.63
2006-05-25,25.63,25.215,26.3065,25.586,27.8814,25.645
2006-05-26,25.645,25.65,26.3158,25.55,27.7916,25.67
2006-05-30,25.67,25.645,26.3251,25.555,27.7048,26.48
2006-05-31,26.48,25.65,26.3395,25.728,27.6367,26.355
2006-06-01,26.355,26.48,26.3524,25.956,27.5654,26.35
2006-06-02,26.35,26.46,26.3654,26.1,27.4999,25.595
2006-06-05,25.595,26.25,26.3757,26.09,27.4254,25.155
2006-06-06,25.155,25.575,26.3836,25.987,27.3377,25.085
2006-06-07,25.085,25.095,26.3919,25.708,27.2449,24.45
2006-06-08,24.45,24.98,26.397,25.327,27.1336,24.505
2006-06-09,24.505,24.39,26.4041,24.958,27.0228,23.795
2006-06-12,23.795,24.51,26.4106,24.598,26.8992,23.8
2006-06-13,23.8,23.615,26.4167,24.327,26.7731,24.105
2006-06-14,24.105,23.82,26.4259,24.131,26.6677,24.54
2006-06-15,24.54,24.15,26.4359,24.149,26.5775,24.445
2006-06-16,24.445,24.525,26.4449,24.137,26.4832,23.97
2006-06-19,23.97,24.445,26.45,24.172,26.3843,23.865
2006-06-20,23.865,24.0,26.4543,24.185,26.3,25.02
2006-06-21,25.02,23.91,26.4635,24.368,26.2462,24.82
2006-06-22,24.82,24.96,26.4683,24.424,26.1919,24.4
2006-06-23,24.4,24.77,26.4717,24.415,26.124,24.265
2006-06-26,24.265,24.325,26.4759,24.474,26.0583,23.995
2006-06-27,23.995,23.785,26.4774,24.5,25.9866,23.9
2006-06-28,23.9,24.03,26.4786,24.276,25.9188,24.2
2006-06-29,24.2,23.95,26.4828,24.152,25.8523,24.85
2006-06-30,24.85,24.275,26.4909,24.242,25.7814,24.99
2006-07-03,24.99,25.05,26.498,24.387,25.705,25.095
2006-07-05,25.095,24.985,26.5085,24.607,25.6352,25.095
2006-07-06,25.095,24.95,26.5186,24.846,25.5721,24.675
2006-07-07,24.675,25.08,26.5253,24.941,25.4971,24.45
2006-07-10,24.45,24.64,26.5319,24.861,25.4203,24.215
2006-07-11,24.215,24.37,26.538,24.706,25.342,24.31
2006-07-12,24.31,24.3,26.5412,24.549,25.2687,24.16
2006-07-13,24.16,24.33,26.545,24.362,25.2037,24.41
2006-07-14,24.41,24.165,26.5513,24.309,25.1495,24.765
2006-07-17,24.765,24.785,26.5602,24.372,25.1353,24.6
2006-07-18,24.6,24.77,26.5677,24.449,25.094,25.43
2006-07-19,25.43,24.65,26.5797,24.673,25.0668,25.49
2006-07-20,25.49,25.36,26.5867,24.939,25.0449,25.5
2006-07-21,25.5,25.53,26.5882,25.157,25.0248,25.905
2006-07-24,25.905,25.585,26.5925,25.385,25.0198,26.29
2006-07-25,26.29,25.95,26.5996,25.723,25.0236,25.77
2006-07-26,25.77,26.275,26.6046,25.791,25.0195,25.045
2006-07-27,25.045,25.805,26.6084,25.702,24.9953,25.085
2006-07-28,25.085,25.175,26.6121,25.619,24.9741,25.01
2006-07-31,25.01,25.02,26.6169,25.44,24.9496,24.505
2006-08-01,24.505,25.0,26.6197,25.083,24.9232,27.16
2006-08-02,27.16,27.5,26.6346,25.361,24.9535,27.5
2006-08-03,27.5,27.12,26.6507,25.852,24.9912,27.945
2006-08-04,27.945,27.8,26.6684,26.424,25.0458,27.77
2006-08-07,27.77,27.87,26.6839,26.976,25.0886,27.89
2006-08-08,27.89,27.875,26.7016,27.653,25.1335,27.7
2006-08-09,27.7,27.9,26.7193,27.761,25.1741,28.315
2006-08-10,28.315,27.7,26.7398,27.924,25.2108,28.025
2006-08-11,28.025,28.37,26.7594,27.94,25.2442,27.905
2006-08-14,27.905,28.05,26.7782,27.967,25.2753,27.62
2006-08-15,27.62,27.96,26.7964,27.913,25.3158,27.935
2006-08-16,27.935,27.72,26.8161,27.96,25.3714,27.795
2006-08-17,27.795,27.94,26.8321,27.856,25.4256,27.8
2006-08-18,27.8,27.795,26.8464,27.811,25.4926,28.05
2006-08-21,28.05,27.79,26.8591,27.84,25.5635,28.365
2006-08-22,28.365,28.05,26.8711,27.989,25.6549,28.395
2006-08-23,28.395,28.4,26.884,28.081,25.7468,28.69
2006-08-24,28.69,28.305,26.8987,28.26,25.8385,28.83
2006-08-25,28.83,28.575,26.9136,28.466,25.9243,29.395
2006-08-28,29.395,28.905,26.9327,28.735,26.0233,29.355
2006-08-29,29.355,29.44,26.9504,28.933,26.131,29.16
